,cylinders,displ,make,year,fuelType
10858,6.0,3.0,Lincoln,2004,Premium
10860,8.0,3.9,Lincoln,2004,Premium
10862,6.0,3.0,Mercury,2004,Regular
10867,6.0,3.0,Mazda,2004,Regular
10874,6.0,3.5,Mitsubishi,2004,Premium
10878,6.0,3.8,Mitsubishi,2004,Premium
10881,6.0,3.5,Nissan,2004,Regular
10886,6.0,3.8,Pontiac,2004,Regular
10887,6.0,3.8,Pontiac,2004,Premium
10889,4.0,2.0,Ford,1986,Diesel
10891,12.0,6.7,Rolls-Royce,2004,Premium
10892,4.0,2.3,Saab,2004,Regular
10893,4.0,2.3,Saab,2004,Premium
10897,6.0,3.0,Saturn,2004,Regular
10898,6.0,2.5,Suzuki,2004,Regular
10902,6.0,3.0,Toyota,2004,Regular
10912,6.0,2.9,Volvo,2004,Premium
10918,12.0,6.0,BMW,2004,Premium
10932,6.0,3.5,Chrysler,2004,Regular
10937,6.0,3.5,Dodge,2004,Regular
10940,6.0,3.0,Ford,2004,Regular
10946,6.0,3.5,Kia,2004,Regular
10948,8.0,4.6,Mercury,2004,Regular
10949,8.0,4.6,Mercury,2004,Premium
10950,8.0,4.6,Lincoln,2004,Regular
10951,12.0,5.5,Maybach,2004,Premium
10953,8.0,4.3,Mercedes-Benz,2004,Premium
10962,8.0,4.6,Pontiac,2004,Regular
10964,8.0,4.2,Volkswagen,2004,Premium
10965,12.0,6.0,Volkswagen,2004,Premium
10984,4.0,1.8,Pontiac,2004,Regular
10987,4.0,1.8,Pontiac,2004,Premium
11011,6.0,2.5,Acura,1986,Regular
11033,6.0,3.0,Lambda Control Systems,1986,Regular
11061,8.0,5.3,Chevrolet,2004,Regular
11063,6.0,4.3,Chevrolet,2004,Regular
11065,8.0,4.8,Chevrolet,2004,Regular
11069,8.0,6.0,Chevrolet,2004,Regular
11070,4.0,2.8,Chevrolet,2004,Regular
11072,5.0,3.5,Chevrolet,2004,Regular
11078,6.0,3.7,Dodge,2004,Regular
11080,8.0,4.7,Dodge,2004,Regular
11086,8.0,5.7,Dodge,2004,Regular
11089,6.0,4.2,Ford,2004,Regular
11092,8.0,5.4,Ford,2004,Regular
11093,8.0,5.4,Ford,2004,Premium
11098,6.0,4.0,Ford,2004,Regular
11099,4.0,1.9,Mercury,1986,Regular
11102,8.0,5.3,GMC,2004,Regular
11103,6.0,4.3,GMC,2004,Regular
11105,8.0,4.8,GMC,2004,Regular
11108,8.0,6.0,GMC,2004,Regular
11109,4.0,2.8,GMC,2004,Regular
11110,4.0,1.5,Bertone,1985,Regular
11111,4.0,2.2,Lotus,1985,Regular
11115,5.0,3.5,GMC,2004,Regular
11125,6.0,4.0,Mazda,2004,Regular
11127,4.0,2.4,Nissan,2004,Regular
11129,6.0,3.3,Nissan,2004,Premium
11130,6.0,3.3,Nissan,2004,Regular
11133,8.0,5.6,Nissan,2004,Regular
11137,4.0,2.7,Toyota,2004,Regular
11138,6.0,3.4,Toyota,2004,Regular
11142,8.0,4.7,Toyota,2004,Regular
11157,4.0,2.0,Mercury,1986,Diesel
11212,4.0,2.3,Merkur,1986,Regular
11235,4.0,1.6,Mazda,1986,Regular
11250,6.0,3.3,Chrysler,2004,Regular
11251,6.0,3.8,Chrysler,2004,Regular
11253,6.0,3.3,Dodge,2004,Regular
11254,6.0,3.8,Dodge,2004,Regular
11259,6.0,3.5,Honda,2004,Regular
11262,6.0,4.2,Mercury,2004,Regular
11268,4.0,2.0,Mazda,1986,Regular
11275,6.0,4.2,Buick,2004,Regular
11276,8.0,5.3,Buick,2004,Regular
11277,6.0,3.4,Buick,2004,Regular
11278,8.0,5.3,Cadillac,2004,Regular
11280,6.0,3.6,Cadillac,2004,Premium
11291,6.0,4.2,Chevrolet,2004,Regular
11295,4.0,2.4,Chrysler,2004,Premium
11301,6.0,3.0,Mercedes-Benz,1986,Premium
11311,6.0,4.2,GMC,2004,Regular
11325,8.0,5.6,Infiniti,2004,Regular
11326,6.0,4.2,Isuzu,2004,Regular
11327,8.0,5.3,Isuzu,2004,Regular
11329,6.0,3.5,Isuzu,2004,Regular
11330,6.0,3.2,Isuzu,2004,Regular
11333,6.0,4.0,Jeep,2004,Regular
11335,4.0,2.4,Mitsubishi,1986,Regular
11336,8.0,4.7,Jeep,2004,Regular
11337,4.0,2.4,Jeep,2004,Regular
11338,6.0,3.7,Jeep,2004,Regular
11344,8.0,4.6,Lincoln,2004,Premium
11345,8.0,5.4,Lincoln,2004,Premium
11346,4.0,2.5,Oldsmobile,1986,Regular
11351,6.0,3.5,Mitsubishi,2004,Regular
11362,6.0,4.2,Oldsmobile,2004,Regular
11366,6.0,3.5,Saturn,2004,Regular
11368,6.0,3.0,Oldsmobile,1986,Regular
11370,6.0,2.7,Suzuki,2004,Regular
11374,6.0,4.0,Toyota,2004,Regular
11379,4.0,1.8,Oldsmobile,1986,Regular
11390,4.0,1.8,Oldsmobile,1986,Premium
11398,6.0,3.6,Buick,2004,Regular
11399,8.0,6.0,Cadillac,2004,Regular
11423,4.0,2.0,Oldsmobile,1986,Regular
11446,6.0,2.8,Oldsmobile,1986,Regular
11468,4.0,2.0,Peugeot,1986,Regular
11472,6.0,2.5,Land Rover,2004,Regular
11473,8.0,4.6,Land Rover,2004,Premium
11474,8.0,4.4,Land Rover,2004,Premium
11475,8.0,4.7,Lexus,2004,Regular
11485,6.0,3.7,Mercedes-Benz,2004,Premium
11490,4.0,2.2,Peugeot,1986,Premium
11503,8.0,4.5,Porsche,2004,Premium
11512,4.0,2.5,Peugeot,1986,Diesel
11533,10.0,5.0,Volkswagen,2004,Diesel
11538,8.0,5.4,Ford,2004,CNG
11539,8.0,5.4,Ford,2004,Gasoline or natural gas
11541,8.0,5.3,Chevrolet,2004,Gasoline or E85
11543,8.0,5.3,GMC,2004,Gasoline or E85
11563,4.0,2.2,Chevrolet,2004,Gasoline or natural gas
11564,4.0,1.7,Honda,2004,CNG
11565,8.0,6.0,Chevrolet,2004,CNG
11566,6.0,2.7,Chrysler,2004,Gasoline or E85
11570,6.0,2.7,Dodge,2004,Gasoline or E85
11573,6.0,4.0,Ford,2004,Gasoline or E85
11577,6.0,4.0,Mercury,2004,Gasoline or E85
11578,6.0,2.6,Mercedes-Benz,2004,Premium or E85
11580,6.0,3.2,Mercedes-Benz,2004,Premium or E85
11584,8.0,5.4,Ford,2004,Gasoline or propane
11586,8.0,6.0,Chevrolet,2004,Gasoline or natural gas
11588,8.0,6.0,GMC,2004,Gasoline or natural gas
11593,8.0,6.0,GMC,2004,CNG
11596,8.0,4.6,Ford,2004,CNG
11597,6.0,3.0,Mercury,2004,Gasoline or E85
11599,6.0,3.0,Ford,2004,Gasoline or E85
11601,6.0,3.0,Pontiac,1986,Regular
11602,8.0,4.7,Dodge,2004,Gasoline or E85
11605,4.0,2.0,Volkswagen,2004,Diesel
11609,6.0,4.0,Mercury,2004,Regular
11610,8.0,4.8,BMW,2004,Premium
11614,6.0,3.0,Acura,2005,Premium
11615,6.0,3.2,Acura,2005,Premium
11616,4.0,1.8,Audi,2005,Premium
11618,6.0,3.2,Audi,2005,Premium
11619,6.0,2.5,BMW,2005,Premium
11621,6.0,3.0,BMW,2005,Premium
11625,8.0,4.6,Cadillac,2005,Premium
11626,8.0,6.0,Chevrolet,2005,Premium
11628,6.0,3.2,Chrysler,2005,Premium
11635,10.0,8.3,Dodge,2005,Premium
11636,8.0,3.6,Ferrari,2005,Premium
11638,12.0,5.7,Ferrari,2005,Premium
11640,8.0,5.4,Ford,2005,Premium
11641,8.0,3.9,Ford,2005,Premium
11643,3.0,1.0,Honda,2005,Regular
11646,4.0,2.2,Honda,2005,Premium
11647,10.0,5.0,Lamborghini,2005,Premium
11649,12.0,6.2,Lamborghini,2005,Premium
11651,4.0,1.8,Lotus,2005,Premium
11652,8.0,4.2,Maserati,2005,Premium
11654,4.0,1.8,Mazda,2005,Premium
11656,4.0,2.0,Pontiac,1986,Regular
11659,8.0,5.4,Mercedes-Benz,2005,Premium
11660,8.0,5.0,Mercedes-Benz,2005,Premium
11662,12.0,5.5,Mercedes-Benz,2005,Premium
11663,12.0,6.0,Mercedes-Benz,2005,Premium
11664,6.0,3.5,Mercedes-Benz,2005,Premium
11667,4.0,2.5,Pontiac,1985,Regular
11668,4.0,1.4,Renault,1986,Regular
11669,6.0,3.5,Nissan,2005,Premium
11674,6.0,3.6,Porsche,2005,Premium
11675,10.0,5.7,Porsche,2005,Premium
11677,4.0,1.8,Toyota,2005,Regular
11680,12.0,5.9,Aston Martin,2005,Premium
11692,6.0,3.2,BMW,2005,Premium
11694,8.0,4.2,Jaguar,2005,Premium
11696,8.0,4.3,Lexus,2005,Premium
11697,4.0,1.6,MINI,2005,Premium
11704,4.0,2.4,Mitsubishi,2005,Regular
11706,6.0,3.0,Mitsubishi,2005,Premium
11721,6.0,3.8,Porsche,2005,Premium
11745,4.0,2.0,Saab,1986,Regular
11757,4.0,1.8,Volkswagen,2005,Premium
11759,4.0,2.0,Volkswagen,2005,Regular
11761,4.0,2.0,Acura,2005,Regular
11762,4.0,2.0,Acura,2005,Premium
11765,6.0,3.0,Audi,2005,Premium
11768,8.0,4.2,Audi,2005,Premium
11775,8.0,4.4,BMW,2005,Premium
11785,4.0,2.0,Chevrolet,2005,Premium
11786,4.0,2.2,Chevrolet,2005,Regular
11788,6.0,4.0,Ford,2005,Regular
11791,8.0,4.6,Ford,2005,Regular
11793,4.0,2.0,Hyundai,2005,Regular
11795,6.0,2.7,Hyundai,2005,Regular
11803,2.0,1.3,Mazda,2005,Premium
11805,6.0,3.2,Mercedes-Benz,2005,Premium
11819,4.0,2.0,Saab,2005,Premium
11821,4.0,2.0,Subaru,2005,Premium
11824,4.0,2.5,Subaru,2005,Regular
11826,4.0,2.5,Subaru,2005,Premium
11829,4.0,1.8,Toyota,2005,Premium
11831,4.0,2.4,Scion,2005,Regular
11833,4.0,1.5,Scion,2005,Regular
11838,4.0,1.9,Volkswagen,2005,Diesel
11842,4.0,2.4,Acura,2005,Premium
11854,12.0,6.0,Bentley,2005,Premium
11865,4.0,1.6,Chevrolet,2005,Regular
11867,4.0,2.0,Toyota,1986,Diesel
11872,4.0,2.0,Chevrolet,2005,Regular
11876,4.0,2.4,Chrysler,2005,Regular
11879,6.0,3.0,Chrysler,2005,Premium
11883,4.0,2.0,Dodge,2005,Regular
11885,4.0,2.4,Dodge,2005,Premium
11886,4.0,2.4,Dodge,2005,Regular
11888,6.0,3.0,Dodge,2005,Premium
11893,4.0,2.0,Ford,2005,Regular
11895,4.0,2.3,Ford,2005,Regular
11896,4.0,1.7,Honda,2005,Regular
11903,4.0,2.0,Honda,2005,Regular
11904,4.0,1.3,Honda,2005,Regular
11908,4.0,1.5,Hyundai,2005,Regular
11910,4.0,1.6,Hyundai,2005,Regular
11913,6.0,3.5,Infiniti,2005,Premium
11914,6.0,3.5,Infiniti,2005,Regular
11917,6.0,2.5,Jaguar,2005,Premium
11919,6.0,3.0,Jaguar,2005,Premium
11921,4.0,1.6,Kia,2005,Regular
11924,6.0,3.0,Lexus,2005,Premium
11926,4.0,2.0,Mazda,2005,Regular
11928,4.0,2.3,Mazda,2005,Regular
11930,4.0,1.8,Mercedes-Benz,2005,Premium
11935,6.0,2.6,Mercedes-Benz,2005,Premium
11944,4.0,2.0,Mitsubishi,2005,Regular
11949,4.0,2.0,Mitsubishi,2005,Premium
11951,4.0,1.8,Nissan,2005,Regular
11953,4.0,2.5,Nissan,2005,Regular
11955,6.0,3.5,Pontiac,2005,Regular
11956,4.0,1.6,Volkswagen,1986,Diesel
11958,4.0,2.2,Pontiac,2005,Regular
11959,6.0,3.4,Pontiac,2005,Regular
11960,8.0,6.0,Pontiac,2005,Premium
11963,4.0,1.6,Pontiac,2005,Regular
11969,4.0,2.0,Saab,2005,Regular
11972,4.0,2.0,Saturn,2005,Premium
11973,4.0,2.2,Saturn,2005,Regular
11980,4.0,2.3,Suzuki,2005,Regular
11983,4.0,2.0,Suzuki,2005,Regular
11987,4.0,1.6,Suzuki,2005,Regular
11992,4.0,2.4,Toyota,2005,Regular
11994,6.0,3.3,Toyota,2005,Regular
11999,4.0,1.5,Toyota,2005,Regular
12009,6.0,2.8,Volkswagen,2005,Premium
12021,5.0,2.5,Volvo,2005,Premium
12024,5.0,2.4,Volvo,2005,Premium
12037,6.0,3.5,Acura,2005,Premium
12041,8.0,6.8,Bentley,2005,Premium
12051,6.0,3.1,Buick,2005,Regular
12052,6.0,3.6,Buick,2005,Regular
12053,6.0,3.8,Buick,2005,Regular
12054,6.0,2.8,Cadillac,2005,Regular
12056,6.0,3.6,Cadillac,2005,Regular
12058,8.0,5.7,Cadillac,2005,Premium
12063,6.0,2.5,Chevrolet,2005,Regular
12065,6.0,3.5,Chevrolet,2005,Regular
12066,5.0,2.2,Volkswagen,1986,Regular
12067,6.0,3.4,Chevrolet,2005,Regular
12068,6.0,3.8,Chevrolet,2005,Premium
12069,6.0,3.8,Chevrolet,2005,Regular
12074,4.0,2.4,Honda,2005,Regular
12076,6.0,3.0,Honda,2005,Regular
12081,4.0,2.4,Hyundai,2005,Regular
12085,6.0,3.5,Hyundai,2005,Regular
12086,8.0,4.5,Infiniti,2005,Premium
12088,4.0,2.3,Volvo,1986,Regular
12096,4.0,2.4,Kia,2005,Regular
12098,6.0,2.7,Kia,2005,Regular
12101,4.0,2.0,Kia,2005,Regular
12103,6.0,3.3,Lexus,2005,Regular
12106,6.0,3.0,Lincoln,2005,Premium
12108,8.0,3.9,Lincoln,2005,Premium
12112,6.0,3.0,Mercury,2005,Regular
12116,6.0,3.0,Mazda,2005,Regular
12120,6.0,3.2,Mercedes-Benz,2005,Diesel
12125,6.0,3.5,Mitsubishi,2005,Premium
12127,6.0,3.8,Mitsubishi,2005,Premium
12130,6.0,3.5,Nissan,2005,Regular
12136,6.0,3.8,Pontiac,2005,Premium
12137,6.0,3.8,Pontiac,2005,Regular
12139,12.0,6.7,Rolls-Royce,2005,Premium
12140,4.0,2.3,Saab,2005,Premium
12142,6.0,3.0,Saturn,2005,Regular
12143,6.0,2.5,Suzuki,2005,Regular
12147,6.0,3.0,Toyota,2005,Regular
12152,4.0,2.0,Volkswagen,2005,Diesel
12158,6.0,2.9,Volvo,2005,Premium
12160,12.0,6.0,Audi,2005,Premium
12164,12.0,6.0,BMW,2005,Premium
12168,6.0,3.8,Buick,2005,Premium
12170,8.0,4.6,Cadillac,2005,Regular
12180,6.0,3.5,Chrysler,2005,Regular
12181,8.0,5.7,Chrysler,2005,Regular
12182,6.0,2.7,Chrysler,2005,Regular
12186,6.0,3.0,Ford,2005,Regular
12188,6.0,2.8,Buick,1986,Regular
12197,6.0,3.5,Kia,2005,Regular
12200,8.0,4.6,Mercury,2005,Regular
12204,8.0,4.6,Lincoln,2005,Regular
12206,12.0,5.5,Maybach,2005,Premium
12208,8.0,4.3,Mercedes-Benz,2005,Premium
12210,6.0,3.8,Buick,1986,Regular
12216,8.0,4.6,Pontiac,2005,Regular
12217,8.0,4.2,Volkswagen,2005,Premium
12218,12.0,6.0,Volkswagen,2005,Premium
12234,6.0,3.8,Buick,1986,Premium
12237,4.0,1.8,Pontiac,2005,Regular
12240,4.0,1.8,Pontiac,2005,Premium
12243,4.0,2.5,Saab,2005,Regular
12245,8.0,5.0,Buick,1986,Regular
12278,8.0,4.1,Cadillac,1986,Regular
12314,8.0,5.3,Chevrolet,2005,Regular
12315,6.0,4.3,Chevrolet,2005,Regular
12317,8.0,4.8,Chevrolet,2005,Regular
12321,4.0,2.8,Chevrolet,2005,Regular
12324,5.0,3.5,Chevrolet,2005,Regular
12331,6.0,3.7,Dodge,2005,Regular
12335,8.0,4.7,Dodge,2005,Regular
12339,8.0,5.7,Dodge,2005,Regular
12342,6.0,4.2,Ford,2005,Regular
12346,8.0,5.4,Ford,2005,Regular
12353,8.0,5.3,GMC,2005,Regular
12354,6.0,4.3,GMC,2005,Regular
12357,8.0,4.8,GMC,2005,Regular
12360,8.0,6.0,GMC,2005,Premium
12361,4.0,2.8,GMC,2005,Regular
12363,5.0,3.5,GMC,2005,Regular
12367,6.0,4.3,Chevrolet,1986,Regular
12373,8.0,5.6,Nissan,2005,Regular
12374,4.0,2.7,Toyota,2005,Regular
12376,6.0,4.0,Toyota,2005,Regular
12381,8.0,4.7,Toyota,2005,Regular
12396,8.0,6.0,Chevrolet,2005,Regular
12423,8.0,6.0,GMC,2005,Regular
12424,6.0,4.0,Mazda,2005,Regular
12471,6.0,3.5,Buick,2005,Regular
12474,6.0,3.3,Chrysler,2005,Regular
12475,6.0,3.8,Chrysler,2005,Regular
12477,6.0,3.3,Dodge,2005,Regular
12479,6.0,3.8,Dodge,2005,Regular
12480,6.0,3.9,Ford,2005,Regular
12482,6.0,3.8,Ford,2005,Regular
12484,6.0,3.5,Honda,2005,Regular
12488,6.0,4.2,Mercury,2005,Regular
12494,6.0,3.5,Saturn,2005,Regular
12502,6.0,4.2,Buick,2005,Regular
12503,8.0,5.3,Buick,2005,Regular
12504,6.0,3.4,Buick,2005,Regular
12506,8.0,5.3,Cadillac,2005,Regular
12507,8.0,6.0,Cadillac,2005,Premium
12516,6.0,4.2,Chevrolet,2005,Regular
12521,4.0,2.4,Chrysler,2005,Premium
12533,8.0,5.2,Chrysler,1986,Premium
12534,6.0,2.7,Dodge,2005,Regular
12535,6.0,3.5,Dodge,2005,Regular
12548,6.0,4.2,GMC,2005,Regular
12564,8.0,5.6,Infiniti,2005,Regular
12565,6.0,4.2,Isuzu,2005,Regular
12568,8.0,5.3,Isuzu,2005,Regular
12569,6.0,3.7,Jeep,2005,Regular
12570,8.0,4.7,Jeep,2005,Regular
12571,4.0,2.4,Jeep,2005,Regular
12579,8.0,4.6,Lincoln,2005,Premium
12580,8.0,5.4,Lincoln,2005,Premium
12584,4.0,2.3,Mercury,2005,Regular
12586,6.0,4.0,Mercury,2005,Regular
12594,6.0,4.0,Nissan,2005,Regular
12600,8.0,5.2,Dodge,1986,Regular
12603,6.0,2.7,Suzuki,2005,Regular
12611,8.0,5.2,Dodge,1986,Premium
12614,6.0,2.7,Audi,2005,Premium
12625,8.0,4.8,BMW,2005,Premium
12666,4.0,1.8,Pontiac,1985,Regular
12688,8.0,5.7,Jeep,2005,Regular
12694,6.0,4.0,Jeep,2005,Regular
12698,6.0,2.5,Land Rover,2005,Regular
12699,6.0,4.0,Land Rover,2005,Regular
12701,8.0,4.4,Land Rover,2005,Regular
12702,8.0,4.4,Land Rover,2005,Premium
12703,8.0,4.7,Lexus,2005,Regular
12713,6.0,3.7,Mercedes-Benz,2005,Premium
12728,6.0,3.2,Porsche,2005,Premium
12730,8.0,4.5,Porsche,2005,Premium
12743,6.0,3.0,Subaru,2005,Premium
12755,4.0,2.5,Ford,1986,Regular
12762,6.0,3.2,Volkswagen,2005,Premium
12768,6.0,2.6,Mercedes-Benz,2005,Premium or E85
12769,6.0,3.2,Mercedes-Benz,2005,Premium or E85
12772,6.0,2.7,Chrysler,2005,Gasoline or E85
12776,6.0,2.7,Dodge,2005,Gasoline or E85
12778,6.0,3.0,Ford,1986,Regular
12780,6.0,3.0,Mercury,2005,Gasoline or E85
12782,6.0,3.0,Ford,2005,Gasoline or E85
12784,6.0,4.0,Ford,2005,Gasoline or E85
12788,6.0,4.0,Mercury,2005,Gasoline or E85
12789,8.0,5.0,Lincoln,1986,Regular
12791,8.0,5.3,Chevrolet,2005,Gasoline or E85
12796,8.0,5.3,GMC,2005,Gasoline or E85
12808,4.0,1.7,Honda,2005,CNG
12809,8.0,6.0,Chevrolet,2005,CNG
12810,8.0,6.0,GMC,2005,CNG
12814,6.0,3.3,Dodge,2005,Gasoline or E85
12815,6.0,3.3,Chrysler,2005,Gasoline or E85
12816,8.0,4.7,Dodge,2005,Gasoline or E85
12825,8.0,4.3,Ferrari,2005,Premium
12831,4.0,2.5,Mercury,1986,Regular
12832,4.0,2.0,Audi,2005,Premium
12836,6.0,3.1,Audi,2005,Premium
12839,5.0,2.5,Volkswagen,2005,Regular
12842,6.0,3.0,Mercury,1986,Regular
12853,8.0,4.9,Maserati,1986,Regular
12863,6.0,4.2,Saab,2005,Regular
12864,8.0,4.2,Mercedes-Benz,1986,Premium
12865,8.0,5.3,Saab,2005,Regular
12875,8.0,5.5,Mercedes-Benz,1986,Premium
12878,8.0,4.4,Volvo,2005,Premium
12880,8.0,5.6,Nissan,2005,Gasoline or E85
12882,4.0,2.8,Jeep,2005,Diesel
12883,6.0,3.5,Toyota,2005,Regular
12888,8.0,5.3,Pontiac,2005,Regular
12889,8.0,6.1,Chrysler,2005,Premium
12895,4.0,2.0,Honda,1999,Regular
12899,8.0,4.2,Spyker,2005,Regular
12904,4.0,1.8,Audi,2006,Premium
12906,6.0,3.2,Audi,2006,Premium
12907,8.0,4.6,Cadillac,2006,Premium
12908,8.0,6.0,Chevrolet,2006,Premium
12911,8.0,7.0,Chevrolet,2006,Premium
12912,6.0,3.2,Chrysler,2006,Premium
12918,10.0,8.3,Dodge,2006,Premium
12919,8.0,4.3,Ferrari,2006,Premium
12922,3.0,1.0,Honda,2006,Regular
12924,4.0,2.2,Honda,2006,Premium
12925,10.0,5.0,Lamborghini,2006,Premium
12929,12.0,6.2,Lamborghini,2006,Premium
12932,4.0,2.0,Mazda,2006,Premium
12935,8.0,5.0,Mercedes-Benz,2006,Premium
12936,8.0,5.4,Mercedes-Benz,2006,Premium
12937,12.0,5.5,Mercedes-Benz,2006,Premium
12938,12.0,6.0,Mercedes-Benz,2006,Premium
12939,6.0,3.0,Mercedes-Benz,2006,Premium
12941,6.0,3.5,Mercedes-Benz,2006,Premium
12942,6.0,3.8,Oldsmobile,1986,Regular
12946,6.0,3.5,Nissan,2006,Premium
12950,4.0,2.4,Pontiac,2006,Premium
12951,6.0,2.7,Porsche,2006,Premium
12955,6.0,3.2,Porsche,2006,Premium
12957,12.0,5.9,Aston Martin,2006,Premium
12964,8.0,5.0,Oldsmobile,1986,Regular
12966,6.0,2.5,BMW,2006,Premium
12968,6.0,3.0,BMW,2006,Premium
12970,6.0,3.2,BMW,2006,Premium
12972,8.0,4.2,Jaguar,2006,Premium
12974,8.0,4.3,Lexus,2006,Premium
12976,4.0,1.6,MINI,2006,Premium
12984,6.0,3.6,Porsche,2006,Premium
12989,6.0,3.8,Porsche,2006,Premium
13003,5.0,2.5,Volkswagen,2006,Regular
13005,4.0,2.0,Acura,2006,Regular
13006,4.0,2.0,Acura,2006,Premium
13010,6.0,3.0,Audi,2006,Premium
13011,8.0,4.2,Audi,2006,Premium
13017,8.0,4.8,BMW,2006,Premium
13020,4.0,2.5,Plymouth,1986,Regular
13026,4.0,1.6,Chevrolet,2006,Regular
13028,4.0,2.0,Chevrolet,2006,Premium
13029,4.0,2.2,Chevrolet,2006,Regular
13031,8.0,5.2,Plymouth,1986,Premium
13032,4.0,2.4,Chevrolet,2006,Premium
13034,6.0,4.0,Ford,2006,Regular
13036,8.0,4.6,Ford,2006,Regular
13038,4.0,1.8,Honda,2006,Regular
13040,4.0,2.0,Hyundai,2006,Regular
13042,8.0,5.2,Plymouth,1986,Regular
13043,6.0,2.7,Hyundai,2006,Regular
13048,6.0,2.5,Lexus,2006,Premium
13051,6.0,3.5,Lexus,2006,Premium
13052,8.0,4.2,Maserati,2006,Premium
13055,2.0,1.3,Mazda,2006,Premium
13062,4.0,2.4,Mitsubishi,2006,Regular
13065,6.0,3.8,Mitsubishi,2006,Premium
13067,4.0,1.6,Pontiac,2006,Regular
13069,4.0,2.0,Saab,2006,Premium
13071,6.0,2.8,Saab,2006,Premium
13073,4.0,2.5,Subaru,2006,Premium
13074,4.0,2.5,Subaru,2006,Regular
13079,4.0,1.6,Suzuki,2006,Regular
13081,4.0,2.4,Scion,2006,Regular
13083,4.0,1.5,Scion,2006,Regular
13085,4.0,1.9,Volkswagen,2006,Diesel
13090,4.0,2.0,Audi,2006,Premium
13092,6.0,3.1,Audi,2006,Premium
13100,12.0,6.0,Bentley,2006,Premium
13112,4.0,2.0,Chevrolet,2006,Regular
13116,4.0,2.4,Chrysler,2006,Regular
13117,4.0,2.0,Ford,2006,Regular
13119,4.0,2.3,Ford,2006,Regular
13120,6.0,3.8,Pontiac,1986,Regular
13121,4.0,1.6,Hyundai,2006,Regular
13123,6.0,3.5,Infiniti,2006,Premium
13124,6.0,3.5,Infiniti,2006,Regular
13127,6.0,3.0,Jaguar,2006,Premium
13129,4.0,1.6,Kia,2006,Regular
13131,6.0,4.3,Pontiac,1986,Regular
13132,4.0,2.0,Mazda,2006,Regular
13134,4.0,2.3,Mazda,2006,Regular
13136,6.0,2.5,Mercedes-Benz,2006,Premium
13151,4.0,2.0,Mitsubishi,2006,Regular
13156,4.0,2.0,Mitsubishi,2006,Premium
13158,4.0,1.8,Nissan,2006,Regular
13160,4.0,2.5,Nissan,2006,Regular
13162,4.0,2.4,Pontiac,2006,Regular
13163,6.0,3.5,Pontiac,2006,Regular
13166,6.0,3.9,Pontiac,2006,Regular
13170,8.0,6.0,Pontiac,2006,Premium
13177,4.0,2.0,Saturn,2006,Premium
13178,4.0,2.2,Saturn,2006,Regular
13180,4.0,2.4,Saturn,2006,Premium
13187,4.0,2.3,Suzuki,2006,Regular
13190,4.0,2.0,Suzuki,2006,Regular
13194,4.0,2.4,Toyota,2006,Regular
13196,6.0,3.3,Toyota,2006,Regular
13199,4.0,1.8,Toyota,2006,Regular
13201,4.0,1.8,Toyota,2006,Premium
13204,4.0,2.0,Volkswagen,2006,Regular
13209,4.0,1.8,Volkswagen,2006,Premium
13213,4.0,2.0,Volkswagen,2006,Premium
13217,5.0,2.5,Volvo,2006,Premium
13221,5.0,2.4,Volvo,2006,Premium
13236,6.0,3.5,Acura,2006,Premium
13237,6.0,3.2,Acura,2006,Premium
13244,8.0,6.8,Bentley,2006,Premium
13259,10.0,5.0,BMW,2006,Premium
13260,6.0,3.6,Buick,2006,Regular
13261,6.0,3.8,Buick,2006,Regular
13262,6.0,2.8,Cadillac,2006,Regular
13265,6.0,3.6,Cadillac,2006,Regular
13267,8.0,6.0,Cadillac,2006,Premium
13272,6.0,2.5,Chevrolet,2006,Regular
13274,6.0,3.5,Chevrolet,2006,Regular
13276,6.0,3.9,Chevrolet,2006,Regular
13278,8.0,5.3,Chevrolet,2006,Premium
13280,4.0,2.4,Dodge,2006,Regular
13281,12.0,5.7,Ferrari,2006,Premium
13285,6.0,3.0,Ford,2006,Regular
13287,4.0,2.4,Honda,2006,Regular
13289,6.0,3.0,Honda,2006,Regular
13299,4.0,2.4,Kia,2006,Regular
13301,6.0,2.7,Kia,2006,Regular
13302,4.0,2.0,Kia,2006,Regular
13304,6.0,3.3,Lexus,2006,Premium
13305,6.0,3.0,Lexus,2006,Premium
13309,8.0,3.9,Lincoln,2006,Premium
13311,4.0,2.3,Mercury,2006,Regular
13313,6.0,3.0,Mercury,2006,Regular
13314,6.0,3.0,Lincoln,2006,Regular
13316,4.0,2.3,Mazda,2006,Premium
13318,6.0,3.0,Mazda,2006,Regular
13321,6.0,3.2,Mercedes-Benz,2006,Diesel
13331,4.0,1.8,Pontiac,1985,Diesel
13334,6.0,3.5,Nissan,2006,Regular
13339,6.0,3.8,Pontiac,2006,Premium
13340,6.0,3.8,Pontiac,2006,Regular
13342,8.0,5.3,Pontiac,2006,Premium
13343,6.0,2.4,Volvo,1986,Diesel
13344,12.0,6.7,Rolls-Royce,2006,Premium
13345,6.0,2.5,Suzuki,2006,Regular
13348,6.0,3.0,Toyota,2006,Regular
13350,4.0,1.5,Toyota,2006,Regular
13353,6.0,3.6,Volkswagen,2006,Premium
13359,12.0,6.0,Audi,2006,Premium
13363,12.0,6.0,BMW,2006,Premium
13365,6.0,2.8,Volvo,1986,Regular
